movie_title_imdb,Released_Year,Genre,IMDB_Rating,Meta_score,platform_imdb,movie_title_rt,tomatometer_rating,audience_rating,platform_rt,Gross_imdb
,,,,,,Mistress,72.0,39.0,Rotten Tomatoes,
,,,,,,Mixed Nuts,10.0,47.0,Rotten Tomatoes,
,,,,,,Mo' Better Blues,71.0,75.0,Rotten Tomatoes,
,,,,,,Mo' Money,16.0,51.0,Rotten Tomatoes,
Moana,2016,"Animation, Adventure, Comedy",76.0,81.0,IMDb,Moana,95.0,89.0,Rotten Tomatoes,248757044.0
,,,,,,Mob Queen,40.0,63.0,Rotten Tomatoes,
,,,,,,Mob Town,0.0,29.0,Rotten Tomatoes,
,,,,,,Mobile Homes,60.0,40.0,Rotten Tomatoes,
,,,,,,Mobsters,6.0,57.0,Rotten Tomatoes,
,,,,,,Moby Dick,86.0,73.0,Rotten Tomatoes,
,,,,,,Model Shop,83.0,44.0,Rotten Tomatoes,
,,,,,,Modern Life (Profils paysans: la vie moderne),100.0,74.0,Rotten Tomatoes,
,,,,,,Modern Life Is Rubbish,33.0,73.0,Rotten Tomatoes,
,,,,,,Modern Romance,81.0,71.0,Rotten Tomatoes,
Modern Times,1936,"Comedy, Drama, Family",85.0,96.0,IMDb,Modern Times,100.0,95.0,Rotten Tomatoes,163245.0
,,,,,,Modigliani,4.0,78.0,Rotten Tomatoes,
,,,,,,Moebius,79.0,58.0,Rotten Tomatoes,
,,,,,,Mogambo,83.0,55.0,Rotten Tomatoes,
,,,,,,Mohawk,84.0,28.0,Rotten Tomatoes,
,,,,,,Mojados: Through the Night,80.0,88.0,Rotten Tomatoes,
,,,,,,Mojave,31.0,29.0,Rotten Tomatoes,
,,,,,,Mojin: The Lost Legend,56.0,56.0,Rotten Tomatoes,
,,,,,,Molière,69.0,79.0,Rotten Tomatoes,
,,,,,,Moll Flanders,43.0,72.0,Rotten Tomatoes,
,,,,,,Molly,14.0,53.0,Rotten Tomatoes,
,,,,,,Molly's Game,81.0,84.0,Rotten Tomatoes,
,,,,,,Molokai: The Story of Father Damien,63.0,76.0,Rotten Tomatoes,
,,,,,,Mom and Dad,75.0,39.0,Rotten Tomatoes,
,,,,,,Mom and Dad Save the World,9.0,43.0,Rotten Tomatoes,
,,,,,,Mom and Me,100.0,44.0,Rotten Tomatoes,
,,,,,,Moments of Clarity,40.0,57.0,Rotten Tomatoes,
,,,,,,Momentum,26.0,27.0,Rotten Tomatoes,
,,,,,,Momentum Generation,100.0,100.0,Rotten Tomatoes,
,,,,,,Mommie Dearest,49.0,72.0,Rotten Tomatoes,
Mommy,2014,Drama,81.0,74.0,IMDb,Mommy,89.0,89.0,Rotten Tomatoes,3492754.0
,,,,,,Mommy Dead and Dearest,100.0,87.0,Rotten Tomatoes,
,,,,,,Moms' Night Out,20.0,66.0,Rotten Tomatoes,
,,,,,,Mon Oncle,92.0,89.0,Rotten Tomatoes,
,,,,,,Mona Lisa,97.0,81.0,Rotten Tomatoes,
,,,,,,Mona Lisa Smile,34.0,60.0,Rotten Tomatoes,
,,,,,,Monanieba (Repentance),67.0,90.0,Rotten Tomatoes,
,,,,,,Monday Night Mayhem,67.0,71.0,Rotten Tomatoes,
,,,,,,Mondays in the Sun (Los Lunes al sol),80.0,87.0,Rotten Tomatoes,
,,,,,,Mondo Cane,50.0,52.0,Rotten Tomatoes,
,,,,,,Money Buys Happiness,40.0,63.0,Rotten Tomatoes,
,,,,,,Money Monster,59.0,51.0,Rotten Tomatoes,
,,,,,,Money Plane,25.0,46.0,Rotten Tomatoes,
,,,,,,Money Talks,16.0,71.0,Rotten Tomatoes,
,,,,,,Money Train,22.0,29.0,Rotten Tomatoes,
Moneyball,2011,"Biography, Drama, Sport",76.0,87.0,IMDb,Moneyball,94.0,86.0,Rotten Tomatoes,75605492.0
,,,,,,Mongol,86.0,76.0,Rotten Tomatoes,
,,,,,,Monk With a Camera,82.0,67.0,Rotten Tomatoes,
,,,,,,Monkey Business,94.0,84.0,Rotten Tomatoes,
,,,,,,Monkey Business,88.0,68.0,Rotten Tomatoes,
,,,,,,Monkey Shines: An Experiment in Fear,53.0,40.0,Rotten Tomatoes,
,,,,,,Monkey Trouble,50.0,41.0,Rotten Tomatoes,
,,,,,,Monkeybone,19.0,27.0,Rotten Tomatoes,
,,,,,,Monogamy,48.0,27.0,Rotten Tomatoes,
Mononoke-hime,1997,"Animation, Action, Adventure",84.0,76.0,IMDb,,,,,2375308.0
,,,,,,Monsieur Lazhar,97.0,86.0,Rotten Tomatoes,
,,,,,,Monsieur Verdoux,97.0,88.0,Rotten Tomatoes,
,,,,,,Monsoon Wedding,95.0,87.0,Rotten Tomatoes,
,,,,,,Monster,81.0,81.0,Rotten Tomatoes,
,,,,,,Monster Camp: The Story of NERO Seattle,64.0,52.0,Rotten Tomatoes,
,,,,,,Monster Family,10.0,22.0,Rotten Tomatoes,
,,,,,,Monster House,75.0,63.0,Rotten Tomatoes,
,,,,,,Monster Hunt (Zhuo Yao Ji),66.0,50.0,Rotten Tomatoes,
,,,,,,Monster Party,76.0,50.0,Rotten Tomatoes,
,,,,,,Monster Road,86.0,86.0,Rotten Tomatoes,
,,,,,,Monster Trucks,32.0,51.0,Rotten Tomatoes,
,,,,,,Monster's Ball,85.0,67.0,Rotten Tomatoes,
,,,,,,Monster-in-Law,18.0,55.0,Rotten Tomatoes,
,,,,,,Monsters,73.0,53.0,Rotten Tomatoes,
,,,,,,Monsters and Men,84.0,72.0,Rotten Tomatoes,
,,,,,,Monsters University,80.0,81.0,Rotten Tomatoes,
,,,,,,Monsters vs. Aliens,73.0,59.0,Rotten Tomatoes,
"Monsters, Inc.",2001,"Animation, Adventure, Comedy",81.0,79.0,IMDb,"Monsters, Inc.",96.0,90.0,Rotten Tomatoes,289916256.0
,,,,,,Monsters: Dark Continent,17.0,16.0,Rotten Tomatoes,
,,,,,,Monstrous,60.0,38.0,Rotten Tomatoes,
,,,,,,Monte Carlo,40.0,49.0,Rotten Tomatoes,
,,,,,,Montenegro,88.0,77.0,Rotten Tomatoes,
,,,,,,Monterey Pop,96.0,90.0,Rotten Tomatoes,
Monty Python and the Holy Grail,1975,"Adventure, Comedy, Fantasy",82.0,91.0,IMDb,Monty Python and the Holy Grail,97.0,95.0,Rotten Tomatoes,1229197.0
,,,,,,Monty Python's And Now for Something Completely Different,88.0,87.0,Rotten Tomatoes,
,,,,,,Monty Python's Life of Brian,95.0,93.0,Rotten Tomatoes,
,,,,,,Monty Python's The Meaning of Life,86.0,83.0,Rotten Tomatoes,
,,,,,,Moog,29.0,43.0,Rotten Tomatoes,
Moon,2009,"Drama, Mystery, Sci-Fi",79.0,67.0,IMDb,Moon,90.0,89.0,Rotten Tomatoes,5009677.0
,,,,,,Moon over Parador,42.0,47.0,Rotten Tomatoes,
,,,,,,Moonlight,60.0,67.0,Rotten Tomatoes,
,,,,,,Moonlight,98.0,79.0,Rotten Tomatoes,
,,,,,,Moonlight and Valentino,15.0,52.0,Rotten Tomatoes,
,,,,,,Moonlight Mile,63.0,66.0,Rotten Tomatoes,
,,,,,,Moonraker,60.0,43.0,Rotten Tomatoes,
,,,,,,Moonrise,100.0,74.0,Rotten Tomatoes,
Moonrise Kingdom,2012,"Comedy, Drama, Romance",78.0,84.0,IMDb,Moonrise Kingdom,94.0,86.0,Rotten Tomatoes,45512466.0
,,,,,,Moonstruck,93.0,81.0,Rotten Tomatoes,
,,,,,,Moonwalkers,42.0,41.0,Rotten Tomatoes,
,,,,,,Mooz-lum,78.0,78.0,Rotten Tomatoes,
,,,,,,Mope,53.0,63.0,Rotten Tomatoes,
,,,,,,More American Graffiti,20.0,33.0,Rotten Tomatoes,
,,,,,,More Than a Game,71.0,86.0,Rotten Tomatoes,
,,,,,,More Than Honey,100.0,79.0,Rotten Tomatoes,
,,,,,,More Than The Rainbow,80.0,63.0,Rotten Tomatoes,
,,,,,,Morgan,38.0,30.0,Rotten Tomatoes,
,,,,,,Morlang,56.0,49.0,Rotten Tomatoes,
,,,,,,Morning,45.0,14.0,Rotten Tomatoes,
,,,,,,Morning Glory,64.0,45.0,Rotten Tomatoes,
,,,,,,Morning Glory,55.0,51.0,Rotten Tomatoes,
,,,,,,Morning Light,33.0,50.0,Rotten Tomatoes,
,,,,,,Mortal Engines,26.0,49.0,Rotten Tomatoes,
,,,,,,Mortal Kombat,48.0,57.0,Rotten Tomatoes,
,,,,,,Mortal Kombat Legends: Scorpion's Revenge,89.0,86.0,Rotten Tomatoes,
,,,,,,Mortal Kombat: Annihilation,2.0,25.0,Rotten Tomatoes,
,,,,,,Mortal Thoughts,57.0,35.0,Rotten Tomatoes,
,,,,,,Mortdecai,12.0,30.0,Rotten Tomatoes,
,,,,,,Moscow On The Hudson,86.0,59.0,Rotten Tomatoes,
,,,,,,"Moscow, Belgium (Aanrijding in Moscou)",93.0,80.0,Rotten Tomatoes,
,,,,,,Moses and Aaron,100.0,63.0,Rotten Tomatoes,
,,,,,,Mosquita Y Mari,87.0,70.0,Rotten Tomatoes,
,,,,,,Moss,75.0,89.0,Rotten Tomatoes,
,,,,,,Most Beautiful Island,93.0,46.0,Rotten Tomatoes,
,,,,,,Most Likely to Die,40.0,10.0,Rotten Tomatoes,
,,,,,,Most Likely to Murder,62.0,46.0,Rotten Tomatoes,
,,,,,,Most Likely to Succeed,71.0,100.0,Rotten Tomatoes,
,,,,,,Most Wanted,15.0,40.0,Rotten Tomatoes,
,,,,,,Most Wanted,69.0,49.0,Rotten Tomatoes,
,,,,,,Mostly Martha (Bella Martha),92.0,89.0,Rotten Tomatoes,
,,,,,,Mosul,100.0,100.0,Rotten Tomatoes,
,,,,,,Motel Hell,71.0,49.0,Rotten Tomatoes,
,,,,,,Mother,88.0,75.0,Rotten Tomatoes,
,,,,,,Mother (Madeo),96.0,88.0,Rotten Tomatoes,
,,,,,,Mother and Child,78.0,76.0,Rotten Tomatoes,
,,,,,,Mother India,92.0,86.0,Rotten Tomatoes,
,,,,,,Mother Kusters Goes to Heaven,100.0,88.0,Rotten Tomatoes,
,,,,,,Mother Night,63.0,76.0,Rotten Tomatoes,
,,,,,,Mother Of George,93.0,65.0,Rotten Tomatoes,
,,,,,,Mother of Tears: The Third Mother,48.0,27.0,Rotten Tomatoes,
,,,,,,mother!,68.0,51.0,Rotten Tomatoes,
,,,,,,Mother's Day,42.0,38.0,Rotten Tomatoes,
,,,,,,Mother's Day,41.0,52.0,Rotten Tomatoes,
,,,,,,Mother's Day,8.0,44.0,Rotten Tomatoes,
,,,,,,Mother's Milk,43.0,33.0,Rotten Tomatoes,
,,,,,,"Mother, May I Sleep with Danger?",62.0,21.0,Rotten Tomatoes,
,,,,,,Motherhood,20.0,16.0,Rotten Tomatoes,
,,,,,,Motherland,92.0,67.0,Rotten Tomatoes,
,,,,,,Mothers and Daughters,18.0,28.0,Rotten Tomatoes,
,,,,,,Mothra,75.0,62.0,Rotten Tomatoes,
,,,,,,Mothra vs. Godzilla (Mosura tai Gojira),92.0,68.0,Rotten Tomatoes,
,,,,,,Motorama,60.0,61.0,Rotten Tomatoes,
Mou gaan dou,2002,"Action, Crime, Drama",80.0,75.0,IMDb,,,,,169659.0
,,,,,,Moulin Rouge,78.0,90.0,Rotten Tomatoes,
,,,,,,Moulin Rouge!,76.0,89.0,Rotten Tomatoes,
,,,,,,Mountain Men,80.0,42.0,Rotten Tomatoes,
,,,,,,Mountain Patrol (Kekexili),98.0,90.0,Rotten Tomatoes,
,,,,,,Mountains May Depart (Shan he gu ren),91.0,68.0,Rotten Tomatoes,
,,,,,,Mountains of the Moon,67.0,77.0,Rotten Tomatoes,
,,,,,,Mouse Hunt,42.0,49.0,Rotten Tomatoes,
,,,,,,Mouth to Mouth,54.0,50.0,Rotten Tomatoes,
,,,,,,Movie 43,4.0,24.0,Rotten Tomatoes,
,,,,,,Moving McAllister,10.0,29.0,Rotten Tomatoes,
,,,,,,Moving Midway,100.0,64.0,Rotten Tomatoes,
,,,,,,Mowgli: Legend of the Jungle,53.0,51.0,Rotten Tomatoes,
,,,,,,Mozart's Sister,74.0,54.0,Rotten Tomatoes,
,,,,,,Mr. & Mrs. Smith,67.0,48.0,Rotten Tomatoes,
,,,,,,Mr. & Mrs. Smith,60.0,58.0,Rotten Tomatoes,
,,,,,,Mr. 3000,55.0,30.0,Rotten Tomatoes,
,,,,,,Mr. Arkadin,74.0,81.0,Rotten Tomatoes,
,,,,,,Mr. Baseball,13.0,41.0,Rotten Tomatoes,
,,,,,,Mr. Bean's Holiday,52.0,49.0,Rotten Tomatoes,
,,,,,,Mr. Blandings Builds His Dream House,82.0,76.0,Rotten Tomatoes,
,,,,,,Mr. Brooks,55.0,76.0,Rotten Tomatoes,
,,,,,,Mr. Bug Goes to Town,71.0,65.0,Rotten Tomatoes,
,,,,,,Mr. Church,24.0,80.0,Rotten Tomatoes,
,,,,,,Mr. Deeds,22.0,59.0,Rotten Tomatoes,
,,,,,,Mr. Deeds Goes to Town,90.0,86.0,Rotten Tomatoes,
,,,,,,Mr. Destiny,38.0,55.0,Rotten Tomatoes,
,,,,,,Mr. Dynamite: The Rise of James Brown,100.0,86.0,Rotten Tomatoes,
,,,,,,Mr. Gaga: A True Story of Love and Dance,87.0,83.0,Rotten Tomatoes,
,,,,,,Mr. Hobbs Takes a Vacation,80.0,70.0,Rotten Tomatoes,
,,,,,,Mr. Holland's Opus,75.0,84.0,Rotten Tomatoes,
,,,,,,Mr. Holmes,88.0,70.0,Rotten Tomatoes,
,,,,,,Mr. Hulot's Holiday (Les Vacances de Monsieur Hulot),100.0,85.0,Rotten Tomatoes,
,,,,,,Mr. Jealousy,71.0,61.0,Rotten Tomatoes,
,,,,,,Mr. Jones,46.0,51.0,Rotten Tomatoes,
,,,,,,Mr. Jones,50.0,19.0,Rotten Tomatoes,
,,,,,,Mr. Lucky,100.0,69.0,Rotten Tomatoes,
,,,,,,Mr. Magoo,7.0,24.0,Rotten Tomatoes,
,,,,,,Mr. Magorium's Wonder Emporium,38.0,55.0,Rotten Tomatoes,
,,,,,,Mr. Majestyk,77.0,67.0,Rotten Tomatoes,
,,,,,,Mr. Mom,82.0,57.0,Rotten Tomatoes,
,,,,,,Mr. Nanny,6.0,33.0,Rotten Tomatoes,
,,,,,,Mr. Nice,53.0,44.0,Rotten Tomatoes,
,,,,,,Mr. Nice Guy (Yat goh hiu yan),43.0,44.0,Rotten Tomatoes,
Mr. Nobody,2009,"Drama, Fantasy, Romance",78.0,63.0,IMDb,Mr. Nobody,68.0,76.0,Rotten Tomatoes,3600.0
,,,,,,Mr. North,50.0,41.0,Rotten Tomatoes,
,,,,,,Mr. Peabody & Sherman,81.0,73.0,Rotten Tomatoes,
,,,,,,Mr. Pip,47.0,62.0,Rotten Tomatoes,
,,,,,,Mr. Popper's Penguins,47.0,53.0,Rotten Tomatoes,
,,,,,,Mr. Right,14.0,30.0,Rotten Tomatoes,
,,,,,,Mr. Right,45.0,56.0,Rotten Tomatoes,
,,,,,,Mr. Saturday Night,58.0,38.0,Rotten Tomatoes,
,,,,,,Mr. Skeffington,57.0,81.0,Rotten Tomatoes,
Mr. Smith Goes to Washington,1939,"Comedy, Drama",81.0,73.0,IMDb,Mr. Smith Goes to Washington,96.0,94.0,Rotten Tomatoes,9600000.0
,,,,,,Mr. Turner,97.0,56.0,Rotten Tomatoes,
,,,,,,Mr. Untouchable,73.0,54.0,Rotten Tomatoes,
,,,,,,Mr. Warmth: The Don Rickles Project,80.0,79.0,Rotten Tomatoes,
,,,,,,Mr. Wonderful,52.0,43.0,Rotten Tomatoes,
,,,,,,Mr. Woodcock,14.0,32.0,Rotten Tomatoes,
,,,,,,Mr. Wrong,7.0,26.0,Rotten Tomatoes,
,,,,,,Mrs. Brown,92.0,78.0,Rotten Tomatoes,
,,,,,,Mrs. Dalloway,71.0,57.0,Rotten Tomatoes,
,,,,,,Mrs. Doubtfire,71.0,77.0,Rotten Tomatoes,
,,,,,,Mrs. Henderson Presents,67.0,72.0,Rotten Tomatoes,
,,,,,,Mrs. Hyde (Madame Hyde),58.0,11.0,Rotten Tomatoes,
,,,,,,Mrs. Lowry & Son,61.0,82.0,Rotten Tomatoes,
,,,,,,Mrs. Miniver,93.0,85.0,Rotten Tomatoes,
,,,,,,Mrs. Palfrey at the Claremont,70.0,82.0,Rotten Tomatoes,
,,,,,,Mrs. Parker and the Vicious Circle (Mrs. Parker and the Round Table),75.0,61.0,Rotten Tomatoes,
,,,,,,Mrs. Serial Killer,17.0,54.0,Rotten Tomatoes,
,,,,,,Mrs. Soffel,36.0,45.0,Rotten Tomatoes,
,,,,,,Mrs. Winterbourne,10.0,63.0,Rotten Tomatoes,
,,,,,,Ms. 45,85.0,72.0,Rotten Tomatoes,
,,,,,,Much Ado About Nothing,90.0,86.0,Rotten Tomatoes,
,,,,,,Much Ado About Nothing,86.0,77.0,Rotten Tomatoes,
,,,,,,Muck,0.0,15.0,Rotten Tomatoes,
,,,,,,Mud,97.0,80.0,Rotten Tomatoes,
,,,,,,Mudbound,97.0,85.0,Rotten Tomatoes,
,,,,,,Mugabe and the White African,97.0,90.0,Rotten Tomatoes,
,,,,,,Mughal-E-Azam,91.0,90.0,Rotten Tomatoes,
Mulan,1998,"Animation, Adventure, Family",76.0,71.0,IMDb,Mulan,86.0,85.0,Rotten Tomatoes,120620254.0
,,,,,,Mulan II,0.0,42.0,Rotten Tomatoes,
,,,,,,Mulberry Street,73.0,37.0,Rotten Tomatoes,
Mulholland Dr.,2001,"Drama, Mystery, Thriller",79.0,85.0,IMDb,,,,,7220243.0
,,,,,,Mulholland Drive,83.0,87.0,Rotten Tomatoes,
,,,,,,Mulholland Falls,31.0,39.0,Rotten Tomatoes,
,,,,,,Multiple Maniacs,100.0,73.0,Rotten Tomatoes,
,,,,,,Multiple Sarcasms,9.0,24.0,Rotten Tomatoes,
,,,,,,Multiplicity,43.0,49.0,Rotten Tomatoes,
,,,,,,Mum & Dad,78.0,80.0,Rotten Tomatoes,
,,,,,,Mumbai Diaries,65.0,70.0,Rotten Tomatoes,
,,,,,,Mumford,57.0,66.0,Rotten Tomatoes,
,,,,,,Mumia: Long Distance Revolutionary,50.0,89.0,Rotten Tomatoes,
,,,,,,Mummies: Secrets of the Pharaohs,80.0,67.0,Rotten Tomatoes,
,,,,,,Munich,78.0,83.0,Rotten Tomatoes,
Munna Bhai M.B.B.S.,2003,"Comedy, Drama, Musical",81.0,79.0,IMDb,,,,,23530892.0
,,,,,,Munyurangabo,93.0,62.0,Rotten Tomatoes,
,,,,,,Muppet Treasure Island,73.0,77.0,Rotten Tomatoes,
,,,,,,Muppets From Space,63.0,58.0,Rotten Tomatoes,
,,,,,,Muppets Most Wanted,80.0,58.0,Rotten Tomatoes,
,,,,,,Murder at 1600,33.0,42.0,Rotten Tomatoes,
,,,,,,Murder at the Vanities,75.0,38.0,Rotten Tomatoes,
,,,,,,Murder by Death,65.0,83.0,Rotten Tomatoes,
,,,,,,Murder by Decree,80.0,64.0,Rotten Tomatoes,
,,,,,,Murder by Numbers,31.0,49.0,Rotten Tomatoes,
,,,,,,Murder in the First,50.0,80.0,Rotten Tomatoes,
,,,,,,Murder Is My Beat,100.0,45.0,Rotten Tomatoes,
,,,,,,Murder Mystery,43.0,42.0,Rotten Tomatoes,
,,,,,,Murder of a Cat,27.0,29.0,Rotten Tomatoes,
,,,,,,Murder on the Orient Express,90.0,79.0,Rotten Tomatoes,
,,,,,,Murder On The Orient Express,61.0,53.0,Rotten Tomatoes,
,,,,,,Murder Party,100.0,57.0,Rotten Tomatoes,
,,,,,,Murder to Mercy: The Cyntoia Brown Story,79.0,46.0,Rotten Tomatoes,
,,,,,,Murder!,88.0,39.0,Rotten Tomatoes,
,,,,,,"Murder, My Sweet",94.0,87.0,Rotten Tomatoes,
,,,,,,"Murder, Set, Pieces",36.0,25.0,Rotten Tomatoes,
,,,,,,Muriel ou Le Temps d'un Retour (The Time of Return),85.0,79.0,Rotten Tomatoes,
,,,,,,Muriel's Wedding,78.0,84.0,Rotten Tomatoes,
,,,,,,Murph: The Protector,78.0,90.0,Rotten Tomatoes,
,,,,,,Murphy's Law,40.0,45.0,Rotten Tomatoes,
,,,,,,Murphy's Romance,73.0,75.0,Rotten Tomatoes,
,,,,,,Muscle Shoals,97.0,89.0,Rotten Tomatoes,
,,,,,,Museum Hours,94.0,61.0,Rotten Tomatoes,
,,,,,,Music and Lyrics,63.0,68.0,Rotten Tomatoes,
,,,,,,Music From Another Room,33.0,67.0,Rotten Tomatoes,
,,,,,,Music from the Big House,50.0,83.0,Rotten Tomatoes,
,,,,,,Music From the Inside Out,82.0,80.0,Rotten Tomatoes,
,,,,,,Music of the Heart,63.0,72.0,Rotten Tomatoes,
,,,,,,Music Within,33.0,78.0,Rotten Tomatoes,
,,,,,,Must Love Dogs,36.0,50.0,Rotten Tomatoes,
Mustang,2015,Drama,76.0,83.0,IMDb,Mustang,97.0,88.0,Rotten Tomatoes,845464.0
,,,,,,Mutant Aliens,38.0,75.0,Rotten Tomatoes,
,,,,,,Mutant Chronicles,18.0,24.0,Rotten Tomatoes,
,,,,,,Mute,21.0,46.0,Rotten Tomatoes,
,,,,,,Mutiny on the Bounty,93.0,83.0,Rotten Tomatoes,
,,,,,,Mutiny on the Bounty,68.0,73.0,Rotten Tomatoes,
,,,,,,Mutual Appreciation,85.0,72.0,Rotten Tomatoes,
,,,,,,MVP: Most Valuable Primate,20.0,40.0,Rotten Tomatoes,
,,,,,,My 5 Wives,0.0,45.0,Rotten Tomatoes,
,,,,,,My All American,31.0,77.0,Rotten Tomatoes,
,,,,,,My Amityville Horror,70.0,39.0,Rotten Tomatoes,
,,,,,,My Awkward Sexual Adventure,71.0,54.0,Rotten Tomatoes,
,,,,,,"My Beautiful Girl, Mari",50.0,55.0,Rotten Tomatoes,
,,,,,,My Beautiful Laundrette,97.0,75.0,Rotten Tomatoes,
,,,,,,My Best Enemy,18.0,70.0,Rotten Tomatoes,
,,,,,,My Best Fiend (Mein liebster Feind - Klaus Kinski),80.0,92.0,Rotten Tomatoes,
,,,,,,My Best Friend,75.0,69.0,Rotten Tomatoes,
,,,,,,My Best Friend's Girl,14.0,46.0,Rotten Tomatoes,
,,,,,,My Best Friend's Wedding,73.0,73.0,Rotten Tomatoes,
,,,,,,My Big Fat Greek Wedding,76.0,73.0,Rotten Tomatoes,
,,,,,,My Big Fat Greek Wedding 2,27.0,53.0,Rotten Tomatoes,
,,,,,,My Big Night (Mi Gran Noche),90.0,59.0,Rotten Tomatoes,
,,,,,,My Blind Brother,81.0,56.0,Rotten Tomatoes,
,,,,,,My Bloody Valentine,54.0,52.0,Rotten Tomatoes,
,,,,,,My Bloody Valentine 3-D,63.0,44.0,Rotten Tomatoes,
,,,,,,My Blue Heaven,71.0,59.0,Rotten Tomatoes,
,,,,,,My Blueberry Nights,46.0,61.0,Rotten Tomatoes,
,,,,,,My Bodyguard,84.0,69.0,Rotten Tomatoes,
,,,,,,My Boss's Daughter,8.0,23.0,Rotten Tomatoes,
,,,,,,My Boyfriend's Back,14.0,45.0,Rotten Tomatoes,
,,,,,,My Brilliant Career,85.0,68.0,Rotten Tomatoes,
,,,,,,My Brother,30.0,65.0,Rotten Tomatoes,
,,,,,,My Brother The Devil,90.0,70.0,Rotten Tomatoes,
,,,,,,"My Country, My Country",86.0,72.0,Rotten Tomatoes,
,,,,,,My Cousin Rachel,76.0,45.0,Rotten Tomatoes,
My Cousin Vinny,1992,"Comedy, Crime",76.0,68.0,IMDb,My Cousin Vinny,86.0,87.0,Rotten Tomatoes,52929168.0
,,,,,,My Darling Clementine,100.0,86.0,Rotten Tomatoes,
,,,,,,My Date With Drew,71.0,57.0,Rotten Tomatoes,
,,,,,,My Days of Mercy,89.0,74.0,Rotten Tomatoes,
,,,,,,My Dead Boyfriend,0.0,29.0,Rotten Tomatoes,
,,,,,,My Dinner with André,92.0,85.0,Rotten Tomatoes,
,,,,,,My Dinner with Hervé,83.0,81.0,Rotten Tomatoes,
,,,,,,My Dog Skip,73.0,68.0,Rotten Tomatoes,
,,,,,,My Dog Tulip,90.0,69.0,Rotten Tomatoes,
,,,,,,My Entire High School Sinking Into the Sea,85.0,56.0,Rotten Tomatoes,
My Fair Lady,1964,"Drama, Family, Musical",78.0,95.0,IMDb,,,,,72000000.0
,,,,,,My Father and the Man in Black,65.0,81.0,Rotten Tomatoes,
,,,,,,My Father's Glory (La Gloria de Mon Pere),100.0,88.0,Rotten Tomatoes,
,,,,,,"My Father, Die",67.0,48.0,Rotten Tomatoes,
,,,,,,"My Father, the Hero",14.0,54.0,Rotten Tomatoes,
,,,,,,My Favorite Brunette,75.0,70.0,Rotten Tomatoes,
,,,,,,My Favorite Martian,12.0,30.0,Rotten Tomatoes,
,,,,,,My Favorite Season (Ma saison préférée),93.0,80.0,Rotten Tomatoes,
,,,,,,My Favorite Wife,85.0,82.0,Rotten Tomatoes,
,,,,,,My Favorite Year,96.0,84.0,Rotten Tomatoes,
,,,,,,My Fellow Americans,47.0,64.0,Rotten Tomatoes,
,,,,,,My First Mister,52.0,76.0,Rotten Tomatoes,
,,,,,,My First Wedding,0.0,26.0,Rotten Tomatoes,
,,,,,,My Flesh and Blood,90.0,93.0,Rotten Tomatoes,
,,,,,,My Friend Dahmer,86.0,61.0,Rotten Tomatoes,
,,,,,,My Friend Flicka,86.0,79.0,Rotten Tomatoes,
,,,,,,My Giant,19.0,25.0,Rotten Tomatoes,
,,,,,,My Girl,53.0,77.0,Rotten Tomatoes,
,,,,,,My Girl 2,27.0,46.0,Rotten Tomatoes,
,,,,,,My Golden Days (Trois Souvenirs De Ma Jeunesse),89.0,50.0,Rotten Tomatoes,
,,,,,,My Hindu Friend (Meu amigo Hindu),83.0,45.0,Rotten Tomatoes,
,,,,,,My Italian Secret: The Forgotten Heroes,80.0,69.0,Rotten Tomatoes,
,,,,,,My Journey Through French Cinema (Voyage À Travers Le Cinéma Français),100.0,57.0,Rotten Tomatoes,
,,,,,,My Joy,90.0,66.0,Rotten Tomatoes,
,,,,,,My Kid Could Paint That,94.0,78.0,Rotten Tomatoes,
,,,,,,My Last Five Girlfriends,32.0,40.0,Rotten Tomatoes,
,,,,,,My Left Foot,98.0,92.0,Rotten Tomatoes,
My Left Foot: The Story of Christy Brown,1989,"Biography, Drama",79.0,97.0,IMDb,,,,,14743391.0
,,,,,,My Life,42.0,74.0,Rotten Tomatoes,
,,,,,,My Life as a Dog (Mitt Liv som Hund),100.0,90.0,Rotten Tomatoes,
,,,,,,My Life as a Zucchini (Ma vie de courgette),99.0,89.0,Rotten Tomatoes,
,,,,,,My Life Directed By Nicolas Winding Refn,58.0,40.0,Rotten Tomatoes,
,,,,,,My Life in Pink (Ma Vie en Rose),91.0,90.0,Rotten Tomatoes,
,,,,,,My Life in Ruins,10.0,44.0,Rotten Tomatoes,
,,,,,,My Life So Far,70.0,54.0,Rotten Tomatoes,
,,,,,,My Life's In Turnaround,86.0,20.0,Rotten Tomatoes,
,,,,,,My Little Chickadee,91.0,63.0,Rotten Tomatoes,
,,,,,,My Little Pony: The Movie,46.0,76.0,Rotten Tomatoes,
,,,,,,"My Love, Don't Cross That River",77.0,66.0,Rotten Tomatoes,
,,,,,,My Man Godfrey,97.0,90.0,Rotten Tomatoes,
,,,,,,My Mistress,33.0,37.0,Rotten Tomatoes,
,,,,,,My Name Is Bruce,38.0,48.0,Rotten Tomatoes,
,,,,,,My Name Is Joe (Mein Name ist Joe),88.0,86.0,Rotten Tomatoes,
My Name Is Khan,2010,Drama,80.0,50.0,IMDb,My Name Is Khan,85.0,83.0,Rotten Tomatoes,4018695.0
,,,,,,My Name is Myeisha,90.0,63.0,Rotten Tomatoes,
