movie_title_imdb,Released_Year,Genre,IMDB_Rating,Meta_score,platform_imdb,movie_title_rt,tomatometer_rating,audience_rating,platform_rt,Gross_imdb
,,,,,,A Little Chaos,48.0,49.0,Rotten Tomatoes,
,,,,,,A Little Help,41.0,30.0,Rotten Tomatoes,
A Little Princess,1995,"Drama, Family, Fantasy",77.0,83.0,IMDb,A Little Princess,97.0,88.0,Rotten Tomatoes,10019307.0
,,,,,,A Little Romance,71.0,85.0,Rotten Tomatoes,
,,,,,,A Little Trip to Heaven,33.0,42.0,Rotten Tomatoes,
,,,,,,A Lonely Place to Die,75.0,50.0,Rotten Tomatoes,
,,,,,,A Long Way Down,22.0,40.0,Rotten Tomatoes,
,,,,,,A Long Way From Home,33.0,33.0,Rotten Tomatoes,
,,,,,,A Lot Like Love,41.0,77.0,Rotten Tomatoes,
,,,,,,A Low Down Dirty Shame,0.0,71.0,Rotten Tomatoes,
,,,,,,A Man and a Woman,75.0,87.0,Rotten Tomatoes,
,,,,,,A Man Apart,11.0,62.0,Rotten Tomatoes,
,,,,,,A Man Called Horse,86.0,60.0,Rotten Tomatoes,
,,,,,,A Man Called Ove (En man som heter Ove),91.0,87.0,Rotten Tomatoes,
,,,,,,A Man Escaped (Un condamné à mort s'est échappé ou Le vent souffle où il veut),100.0,93.0,Rotten Tomatoes,
A Man for All Seasons,1966,"Biography, Drama, History",77.0,72.0,IMDb,A Man for All Seasons,83.0,87.0,Rotten Tomatoes,28350000.0
,,,,,,A Man Named Pearl,75.0,89.0,Rotten Tomatoes,
,,,,,,A Man's Story,33.0,41.0,Rotten Tomatoes,
,,,,,,A Marine Story,60.0,61.0,Rotten Tomatoes,
,,,,,,A Master Builder,82.0,57.0,Rotten Tomatoes,
,,,,,,A Merry Friggin' Christmas,14.0,20.0,Rotten Tomatoes,
,,,,,,A Midnight Clear,88.0,79.0,Rotten Tomatoes,
,,,,,,A Midsummer Night's Dream,91.0,62.0,Rotten Tomatoes,
,,,,,,A Midsummer Night's Dream,100.0,67.0,Rotten Tomatoes,
,,,,,,A Midsummer Night's Sex Comedy,77.0,57.0,Rotten Tomatoes,
,,,,,,A Mighty Heart,79.0,70.0,Rotten Tomatoes,
,,,,,,A Mighty Wind,87.0,75.0,Rotten Tomatoes,
,,,,,,A Million Little Pieces,27.0,48.0,Rotten Tomatoes,
,,,,,,A Million Ways to Die in the West,33.0,41.0,Rotten Tomatoes,
,,,,,,A Monster Calls,86.0,81.0,Rotten Tomatoes,
,,,,,,A Monster in Paris,87.0,65.0,Rotten Tomatoes,
,,,,,,A Month by the Lake,71.0,58.0,Rotten Tomatoes,
,,,,,,A Month Of Sundays,63.0,60.0,Rotten Tomatoes,
,,,,,,A Most Violent Year,89.0,69.0,Rotten Tomatoes,
,,,,,,A Most Wanted Man,87.0,65.0,Rotten Tomatoes,
,,,,,,A Mother's Courage: Talking Back To Autism (Sólskinsdrengurinn),60.0,77.0,Rotten Tomatoes,
,,,,,,A Murder In The Park,76.0,67.0,Rotten Tomatoes,
,,,,,,A Murder of Crows,0.0,57.0,Rotten Tomatoes,
,,,,,,A Necessary Death,83.0,73.0,Rotten Tomatoes,
,,,,,,A New Kind of Love,14.0,51.0,Rotten Tomatoes,
,,,,,,A New Leaf,100.0,83.0,Rotten Tomatoes,
,,,,,,A New Life,29.0,28.0,Rotten Tomatoes,
,,,,,,A Nice Girl Like You,11.0,51.0,Rotten Tomatoes,
A Night at the Opera,1935,"Comedy, Music, Musical",79.0,79.0,IMDb,A Night at the Opera,98.0,91.0,Rotten Tomatoes,2537520.0
,,,,,,A Night at the Roxbury,11.0,69.0,Rotten Tomatoes,
,,,,,,A Night in Casablanca,57.0,70.0,Rotten Tomatoes,
,,,,,,A Night In Old Mexico,43.0,33.0,Rotten Tomatoes,
,,,,,,A Night to Remember,100.0,90.0,Rotten Tomatoes,
,,,,,,A Nightmare on Elm Street,94.0,83.0,Rotten Tomatoes,
,,,,,,A Nightmare on Elm Street,15.0,43.0,Rotten Tomatoes,
,,,,,,A Nightmare on Elm Street 2: Freddy's Revenge,41.0,33.0,Rotten Tomatoes,
,,,,,,A Nightmare on Elm Street 3: Dream Warriors,72.0,68.0,Rotten Tomatoes,
,,,,,,A Nightmare on Elm Street 4: The Dream Master,53.0,43.0,Rotten Tomatoes,
,,,,,,A Nightmare on Elm Street 5: The Dream Child,31.0,32.0,Rotten Tomatoes,
,,,,,,A Novel Romance,0.0,24.0,Rotten Tomatoes,
,,,,,,A Passage to India,76.0,78.0,Rotten Tomatoes,
,,,,,,A Patch of Blue,89.0,91.0,Rotten Tomatoes,
,,,,,,A Patient Man,50.0,63.0,Rotten Tomatoes,
,,,,,,A Perfect Day,72.0,56.0,Rotten Tomatoes,
,,,,,,A Perfect Getaway,62.0,52.0,Rotten Tomatoes,
,,,,,,A Perfect Man,20.0,23.0,Rotten Tomatoes,
,,,,,,A Perfect Murder,56.0,51.0,Rotten Tomatoes,
,,,,,,A Perfect World,79.0,84.0,Rotten Tomatoes,
,,,,,,A Place at the Table,90.0,73.0,Rotten Tomatoes,
,,,,,,A Place in the Sun,77.0,84.0,Rotten Tomatoes,
,,,,,,A Plumm Summer,20.0,49.0,Rotten Tomatoes,
,,,,,,A Poem Is A Naked Person,87.0,55.0,Rotten Tomatoes,
,,,,,,A Prairie Home Companion,82.0,59.0,Rotten Tomatoes,
,,,,,,A Prayer Before Dawn,92.0,75.0,Rotten Tomatoes,
,,,,,,A Prayer for the Dying,55.0,53.0,Rotten Tomatoes,
,,,,,,A Price Above Rubies,57.0,55.0,Rotten Tomatoes,
,,,,,,A Private Function,88.0,63.0,Rotten Tomatoes,
,,,,,,A Private War,88.0,64.0,Rotten Tomatoes,
,,,,,,A Promise,13.0,24.0,Rotten Tomatoes,
,,,,,,A Prophet (Un prophete),97.0,89.0,Rotten Tomatoes,
,,,,,,A Pyromaniac's Love Story,0.0,53.0,Rotten Tomatoes,
,,,,,,A Question of Faith,40.0,77.0,Rotten Tomatoes,
,,,,,,A Quiet Passion,91.0,48.0,Rotten Tomatoes,
,,,,,,A Quiet Place,96.0,83.0,Rotten Tomatoes,
,,,,,,A Rage in Harlem,65.0,51.0,Rotten Tomatoes,
,,,,,,A Raisin in the Sun,94.0,86.0,Rotten Tomatoes,
,,,,,,A Reindeer's Journey,83.0,63.0,Rotten Tomatoes,
,,,,,,A River Runs Through It,80.0,83.0,Rotten Tomatoes,
,,,,,,A Room With a View,100.0,85.0,Rotten Tomatoes,
,,,,,,A Royal Affair,90.0,82.0,Rotten Tomatoes,
,,,,,,A Royal Night Out,74.0,56.0,Rotten Tomatoes,
,,,,,,A Rumor of Angels,34.0,76.0,Rotten Tomatoes,
,,,,,,A Scandal in Paris,71.0,64.0,Rotten Tomatoes,
,,,,,,A Scanner Darkly,68.0,74.0,Rotten Tomatoes,
,,,,,,A Score to Settle,15.0,21.0,Rotten Tomatoes,
,,,,,,A Screaming Man,88.0,60.0,Rotten Tomatoes,
,,,,,,A Secret Love,100.0,94.0,Rotten Tomatoes,
,,,,,,A Separation,99.0,92.0,Rotten Tomatoes,
,,,,,,A Serious Man,90.0,68.0,Rotten Tomatoes,
,,,,,,A Shaun the Sheep Movie: Farmageddon,96.0,80.0,Rotten Tomatoes,
,,,,,,A Shine of Rainbows,50.0,70.0,Rotten Tomatoes,
,,,,,,A Short History Of Decay,67.0,59.0,Rotten Tomatoes,
,,,,,,A Shot in the Dark,94.0,87.0,Rotten Tomatoes,
,,,,,,A Simple Curve,63.0,57.0,Rotten Tomatoes,
,,,,,,A Simple Favor,84.0,73.0,Rotten Tomatoes,
,,,,,,A Simple Life,94.0,86.0,Rotten Tomatoes,
,,,,,,A Simple Plan,90.0,81.0,Rotten Tomatoes,
,,,,,,A Simple Twist of Fate,43.0,57.0,Rotten Tomatoes,
,,,,,,A Simple Wedding,80.0,73.0,Rotten Tomatoes,
,,,,,,A Simple Wish,25.0,41.0,Rotten Tomatoes,
,,,,,,A Single Girl,75.0,64.0,Rotten Tomatoes,
,,,,,,A Single Man,85.0,81.0,Rotten Tomatoes,
,,,,,,A Single Shot,49.0,31.0,Rotten Tomatoes,
,,,,,,A Sinner in Mecca,86.0,36.0,Rotten Tomatoes,
,,,,,,A Skin So Soft (Ta peau si lisse),94.0,50.0,Rotten Tomatoes,
,,,,,,A Slight Case of Murder,80.0,74.0,Rotten Tomatoes,
,,,,,,A Slipping-Down Life,26.0,45.0,Rotten Tomatoes,
,,,,,,A Small Act,88.0,77.0,Rotten Tomatoes,
,,,,,,A Smile Like Yours,6.0,19.0,Rotten Tomatoes,
,,,,,,A Snake of June (Rokugatsu no hebi),60.0,73.0,Rotten Tomatoes,
,,,,,,A Soldier's Story,90.0,81.0,Rotten Tomatoes,
,,,,,,A Song for Martin,85.0,84.0,Rotten Tomatoes,
,,,,,,A Sound of Thunder,6.0,18.0,Rotten Tomatoes,
,,,,,,A Space Program,87.0,80.0,Rotten Tomatoes,
A Star Is Born,2018,"Drama, Music, Romance",76.0,88.0,IMDb,A Star Is Born,100.0,78.0,Rotten Tomatoes,215288866.0
A Star Is Born,2018,"Drama, Music, Romance",76.0,88.0,IMDb,A Star Is Born,98.0,82.0,Rotten Tomatoes,215288866.0
A Star Is Born,2018,"Drama, Music, Romance",76.0,88.0,IMDb,A Star is Born,36.0,64.0,Rotten Tomatoes,215288866.0
A Star Is Born,2018,"Drama, Music, Romance",76.0,88.0,IMDb,A Star Is Born,90.0,79.0,Rotten Tomatoes,215288866.0
,,,,,,A Stranger Among Us,22.0,39.0,Rotten Tomatoes,
,,,,,,A Street Cat Named Bob,77.0,76.0,Rotten Tomatoes,
A Streetcar Named Desire,1951,Drama,80.0,97.0,IMDb,A Streetcar Named Desire,98.0,90.0,Rotten Tomatoes,8000000.0
,,,,,,A Suitable Girl,88.0,80.0,Rotten Tomatoes,
,,,,,,A Summer In Genoa,77.0,41.0,Rotten Tomatoes,
,,,,,,A Summer Place,83.0,70.0,Rotten Tomatoes,
,,,,,,A Summer's Tale,98.0,83.0,Rotten Tomatoes,
,,,,,,A Sun,89.0,90.0,Rotten Tomatoes,
,,,,,,A Tale of Love and Darkness,71.0,50.0,Rotten Tomatoes,
,,,,,,A Tale of Two Cities,92.0,84.0,Rotten Tomatoes,
,,,,,,A Tale of Two Pizzas,38.0,63.0,Rotten Tomatoes,
,,,,,,A Tale of Two Sisters,85.0,83.0,Rotten Tomatoes,
,,,,,,A Taste of Honey,89.0,87.0,Rotten Tomatoes,
,,,,,,A Teacher,34.0,23.0,Rotten Tomatoes,
,,,,,,A Thin Line Between Love and Hate,12.0,77.0,Rotten Tomatoes,
,,,,,,A Thousand Kisses Deep,8.0,33.0,Rotten Tomatoes,
,,,,,,A Thousand Words,0.0,47.0,Rotten Tomatoes,
,,,,,,A Thousand Years of Good Prayers,79.0,54.0,Rotten Tomatoes,
,,,,,,A Thread of Deceit: The Hart Family Tragedy,83.0,63.0,Rotten Tomatoes,
,,,,,,A Throw of Dice,100.0,47.0,Rotten Tomatoes,
,,,,,,A Time to Kill,67.0,85.0,Rotten Tomatoes,
,,,,,,A Touch of Class,83.0,64.0,Rotten Tomatoes,
,,,,,,A Touch of Sin,94.0,74.0,Rotten Tomatoes,
,,,,,,A Touch of Zen,96.0,82.0,Rotten Tomatoes,
,,,,,,A Town Called Panic (Panique au village),81.0,86.0,Rotten Tomatoes,
,,,,,,A Troll in Central Park,14.0,46.0,Rotten Tomatoes,
,,,,,,A Tuba to Cuba,100.0,82.0,Rotten Tomatoes,
,,,,,,A Turtle's Tale: Sammy's Adventures,44.0,47.0,Rotten Tomatoes,
,,,,,,A United Kingdom,84.0,76.0,Rotten Tomatoes,
,,,,,,A Very Brady Sequel,53.0,35.0,Rotten Tomatoes,
,,,,,,A Very British Gangster,71.0,64.0,Rotten Tomatoes,
,,,,,,A Very Harold & Kumar Christmas,68.0,59.0,Rotten Tomatoes,
,,,,,,A Very Long Engagement,78.0,85.0,Rotten Tomatoes,
,,,,,,A Very Sordid Wedding,86.0,95.0,Rotten Tomatoes,
,,,,,,A View to a Kill,38.0,40.0,Rotten Tomatoes,
,,,,,,A Vigilante,92.0,49.0,Rotten Tomatoes,
,,,,,,A Violent Man,44.0,72.0,Rotten Tomatoes,
,,,,,,A Violent Separation,8.0,84.0,Rotten Tomatoes,
,,,,,,A Wake In Providence (Almost Married),70.0,25.0,Rotten Tomatoes,
,,,,,,A Walk Among the Tombstones,68.0,53.0,Rotten Tomatoes,
,,,,,,A Walk in the Clouds,44.0,75.0,Rotten Tomatoes,
,,,,,,A Walk In The Woods,47.0,48.0,Rotten Tomatoes,
,,,,,,A Walk Into the Sea: Danny Williams and the Warhol Factory,79.0,59.0,Rotten Tomatoes,
,,,,,,A Walk on the Moon,72.0,71.0,Rotten Tomatoes,
,,,,,,A Walk to Remember,27.0,78.0,Rotten Tomatoes,
,,,,,,A War (Krigen),91.0,79.0,Rotten Tomatoes,
,,,,,,A Warrior's Heart,17.0,54.0,Rotten Tomatoes,
,,,,,,A Wedding for Bella,53.0,75.0,Rotten Tomatoes,
A Wednesday,2008,"Action, Crime, Drama",81.0,79.0,IMDb,,,,,23530892.0
,,,,,,A Whale of a Tale,88.0,63.0,Rotten Tomatoes,
,,,,,,A Whisper To A Roar,100.0,82.0,Rotten Tomatoes,
,,,,,,"A White, White Day (Hvítur, hvítur dagur)",96.0,62.0,Rotten Tomatoes,
,,,,,,A Will For The Woods,77.0,81.0,Rotten Tomatoes,
,,,,,,A Wink and a Smile,40.0,45.0,Rotten Tomatoes,
,,,,,,A Wizard's Tale (Here Comes the Grump),20.0,75.0,Rotten Tomatoes,
,,,,,,A Wolf at the Door (O Lobo atrás da Porta),84.0,84.0,Rotten Tomatoes,
,,,,,,A Woman Is a Woman (Une femme est une femme),82.0,86.0,Rotten Tomatoes,
,,,,,,A Woman of Paris: A Drama of Fate,92.0,74.0,Rotten Tomatoes,
,,,,,,A Woman Under the Influence,90.0,92.0,Rotten Tomatoes,
,,,,,,A Woman's Face,100.0,82.0,Rotten Tomatoes,
,,,,,,"A Woman, A Gun and a Noodle Shop (San qiang pai an jing qi) (A Simple Noodle Story) (The First Gun)",34.0,40.0,Rotten Tomatoes,
,,,,,,A Wrinkle in Time,42.0,26.0,Rotten Tomatoes,
,,,,,,A.C.O.D.,52.0,28.0,Rotten Tomatoes,
,,,,,,A.I. Artificial Intelligence,74.0,64.0,Rotten Tomatoes,
,,,,,,A.X.L.,27.0,60.0,Rotten Tomatoes,
,,,,,,a/k/a Tommy Chong,74.0,80.0,Rotten Tomatoes,
,,,,,,Aaja Nachle,67.0,72.0,Rotten Tomatoes,
,,,,,,Aarakshan,57.0,50.0,Rotten Tomatoes,
,,,,,,Aardvark,12.0,33.0,Rotten Tomatoes,
,,,,,,Ab-normal Beauty,67.0,58.0,Rotten Tomatoes,
,,,,,,Abandon,16.0,31.0,Rotten Tomatoes,
,,,,,,Abattoir,38.0,29.0,Rotten Tomatoes,
,,,,,,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,63.0,63.0,Rotten Tomatoes,
,,,,,,Abbott and Costello Meet Frankenstein,89.0,85.0,Rotten Tomatoes,
,,,,,,Abbott and Costello Meet the Mummy,25.0,49.0,Rotten Tomatoes,
,,,,,,ABCs of Death 2,73.0,39.0,Rotten Tomatoes,
,,,,,,Abduction,5.0,42.0,Rotten Tomatoes,
,,,,,,Abe,70.0,70.0,Rotten Tomatoes,
,,,,,,Abe & Phil's Last Poker Game,73.0,92.0,Rotten Tomatoes,
,,,,,,Abe Lincoln in Illinois,83.0,71.0,Rotten Tomatoes,
,,,,,,Abel,93.0,77.0,Rotten Tomatoes,
,,,,,,Aberdeen,87.0,80.0,Rotten Tomatoes,
,,,,,,Abominable,67.0,41.0,Rotten Tomatoes,
,,,,,,Abominable,81.0,95.0,Rotten Tomatoes,
,,,,,,About a Boy,93.0,55.0,Rotten Tomatoes,
,,,,,,About Adam,68.0,47.0,Rotten Tomatoes,
,,,,,,About Alex,45.0,43.0,Rotten Tomatoes,
,,,,,,About Cherry,14.0,16.0,Rotten Tomatoes,
,,,,,,About Elly,99.0,84.0,Rotten Tomatoes,
,,,,,,About Last Night,61.0,59.0,Rotten Tomatoes,
,,,,,,About Last Night,69.0,65.0,Rotten Tomatoes,
,,,,,,About Schmidt,85.0,74.0,Rotten Tomatoes,
,,,,,,About Scout,60.0,41.0,Rotten Tomatoes,
About Time,2013,"Comedy, Drama, Fantasy",78.0,55.0,IMDb,About Time,68.0,81.0,Rotten Tomatoes,15322921.0
,,,,,,Above the Law,53.0,48.0,Rotten Tomatoes,
,,,,,,Above the Rim,53.0,83.0,Rotten Tomatoes,
,,,,,,Above the Shadows,57.0,76.0,Rotten Tomatoes,
,,,,,,Abraham Lincoln,82.0,40.0,Rotten Tomatoes,
,,,,,,Abraham Lincoln: Vampire Hunter,34.0,50.0,Rotten Tomatoes,
Abre los ojos,1997,"Drama, Mystery, Sci-Fi",77.0,79.0,IMDb,,,,,368234.0
,,,,,,Absence,22.0,29.0,Rotten Tomatoes,
,,,,,,Absence Of Malice,81.0,63.0,Rotten Tomatoes,
,,,,,,Absentia,87.0,49.0,Rotten Tomatoes,
,,,,,,Absolute Power,57.0,52.0,Rotten Tomatoes,
,,,,,,Absolute Wilson,76.0,74.0,Rotten Tomatoes,
,,,,,,Absolutely Anything,18.0,31.0,Rotten Tomatoes,
,,,,,,Absolutely Fabulous: The Movie,58.0,41.0,Rotten Tomatoes,
,,,,,,Absurdistan,83.0,74.0,Rotten Tomatoes,
,,,,,,Abuse of Weakness,85.0,54.0,Rotten Tomatoes,
,,,,,,Accattone (The Procurer) (The Scrounger),100.0,89.0,Rotten Tomatoes,
,,,,,,Acceleration,0.0,20.0,Rotten Tomatoes,
,,,,,,Accepted,37.0,72.0,Rotten Tomatoes,
,,,,,,Accident Man,83.0,63.0,Rotten Tomatoes,
,,,,,,Accidental Love,9.0,15.0,Rotten Tomatoes,
,,,,,,Accidents Happen,60.0,43.0,Rotten Tomatoes,
,,,,,,According To Greta,60.0,56.0,Rotten Tomatoes,
Ace in the Hole,1951,"Drama, Film-Noir",81.0,72.0,IMDb,,,,,3969893.0
,,,,,,Ace in the Hole (The Big Carnival),92.0,92.0,Rotten Tomatoes,
,,,,,,Ace the Case: Manhattan Mystery,20.0,49.0,Rotten Tomatoes,
,,,,,,Ace Ventura - When Nature Calls,30.0,72.0,Rotten Tomatoes,
,,,,,,Ace Ventura: Pet Detective,49.0,57.0,Rotten Tomatoes,
,,,,,,Aces: Iron Eagle III,14.0,25.0,Rotten Tomatoes,
,,,,,,Acolytes,75.0,42.0,Rotten Tomatoes,
,,,,,,Across 110th Street,81.0,79.0,Rotten Tomatoes,
,,,,,,Across the Universe,53.0,82.0,Rotten Tomatoes,
,,,,,,Act of God,65.0,20.0,Rotten Tomatoes,
,,,,,,Act of Valor,27.0,72.0,Rotten Tomatoes,
,,,,,,Action Jackson,13.0,32.0,Rotten Tomatoes,
,,,,,,Action Point,15.0,26.0,Rotten Tomatoes,
,,,,,,Action Replayy,0.0,27.0,Rotten Tomatoes,
,,,,,,Active Measures,81.0,85.0,Rotten Tomatoes,
,,,,,,Acts of Vengeance,55.0,24.0,Rotten Tomatoes,
,,,,,,Acts of Violence,0.0,30.0,Rotten Tomatoes,
,,,,,,Acts of Worship,63.0,74.0,Rotten Tomatoes,
,,,,,,Ad Astra,83.0,40.0,Rotten Tomatoes,
,,,,,,Adam,66.0,72.0,Rotten Tomatoes,
,,,,,,Adam,74.0,8.0,Rotten Tomatoes,
,,,,,,Adam & Steve,55.0,56.0,Rotten Tomatoes,
,,,,,,Adam Resurrected,35.0,44.0,Rotten Tomatoes,
,,,,,,Adam Sandler's Eight Crazy Nights,12.0,49.0,Rotten Tomatoes,
,,,,,,Adam Sandler: 100% Fresh,90.0,91.0,Rotten Tomatoes,
,,,,,,Adam's Apples,70.0,90.0,Rotten Tomatoes,
,,,,,,Adam's Rib,96.0,86.0,Rotten Tomatoes,
Adams æbler,2005,"Comedy, Crime, Drama",78.0,51.0,IMDb,,,,,1305.0
,,,,,,Adaptation,91.0,85.0,Rotten Tomatoes,
Adaptation.,2002,"Comedy, Drama",77.0,83.0,IMDb,,,,,22245861.0
,,,,,,Addams Family Values,77.0,63.0,Rotten Tomatoes,
,,,,,,Addicted,7.0,51.0,Rotten Tomatoes,
,,,,,,Addicted To Fame,27.0,57.0,Rotten Tomatoes,
,,,,,,Addicted to Love,55.0,50.0,Rotten Tomatoes,
,,,,,,Addiction Incorporated,72.0,64.0,Rotten Tomatoes,
,,,,,,Adieu au langage (Goodbye to Language),88.0,47.0,Rotten Tomatoes,
,,,,,,Admiral (Michiel de Ruyter),67.0,81.0,Rotten Tomatoes,
,,,,,,Admission,38.0,32.0,Rotten Tomatoes,
,,,,,,Adopt a Highway,69.0,73.0,Rotten Tomatoes,
,,,,,,Adoration,63.0,48.0,Rotten Tomatoes,
,,,,,,Adore,33.0,41.0,Rotten Tomatoes,
,,,,,,Adrift,71.0,62.0,Rotten Tomatoes,
,,,,,,Adrift,69.0,66.0,Rotten Tomatoes,
,,,,,,Adrift in Manhattan,44.0,33.0,Rotten Tomatoes,
,,,,,,Adult Beginners,48.0,30.0,Rotten Tomatoes,
,,,,,,Adult World,54.0,38.0,Rotten Tomatoes,
,,,,,,Advanced Style,89.0,75.0,Rotten Tomatoes,
,,,,,,Adventureland,88.0,61.0,Rotten Tomatoes,
,,,,,,Adventures in Babysitting,72.0,70.0,Rotten Tomatoes,
,,,,,,Adventures in Babysitting,86.0,64.0,Rotten Tomatoes,
,,,,,,Adventures in Public School (Public Schooled),71.0,62.0,Rotten Tomatoes,
,,,,,,Adventures of a Teenage Dragonslayer,67.0,16.0,Rotten Tomatoes,
,,,,,,Adventures of Power,32.0,49.0,Rotten Tomatoes,
,,,,,,Adventures of Sebastian Cole,43.0,70.0,Rotten Tomatoes,
,,,,,,Advise and Consent,75.0,89.0,Rotten Tomatoes,
,,,,,,Aelita - Queen of Mars,100.0,58.0,Rotten Tomatoes,
,,,,,,Aeon Flux,9.0,39.0,Rotten Tomatoes,
,,,,,,Afflicted,83.0,57.0,Rotten Tomatoes,
,,,,,,Affliction,88.0,71.0,Rotten Tomatoes,
,,,,,,Affluenza,20.0,22.0,Rotten Tomatoes,
,,,,,,Afghan Cycles,100.0,63.0,Rotten Tomatoes,
,,,,,,Afghan Star,100.0,77.0,Rotten Tomatoes,
,,,,,,Africa Screams,60.0,37.0,Rotten Tomatoes,
,,,,,,Africa: The Serengeti,100.0,70.0,Rotten Tomatoes,
,,,,,,African Cats,73.0,77.0,Rotten Tomatoes,
,,,,,,After,8.0,65.0,Rotten Tomatoes,
,,,,,,After,19.0,69.0,Rotten Tomatoes,
,,,,,,After Class (Safe Spaces),83.0,46.0,Rotten Tomatoes,
,,,,,,"After Dark, My Sweet",82.0,61.0,Rotten Tomatoes,
,,,,,,After Earth,11.0,36.0,Rotten Tomatoes,
,,,,,,After Everything (Shotgun),83.0,75.0,Rotten Tomatoes,
,,,,,,"After Fall, Winter",11.0,69.0,Rotten Tomatoes,
After Hours,1985,"Comedy, Crime, Drama",77.0,90.0,IMDb,After Hours,89.0,87.0,Rotten Tomatoes,10600000.0
,,,,,,After Image,0.0,16.0,Rotten Tomatoes,
,,,,,,After Innocence,92.0,82.0,Rotten Tomatoes,
,,,,,,After Louie,75.0,67.0,Rotten Tomatoes,
,,,,,,After Love (L'économie du couple),90.0,73.0,Rotten Tomatoes,
,,,,,,After Lucia,86.0,76.0,Rotten Tomatoes,
,,,,,,After Midnight (Something Else),88.0,49.0,Rotten Tomatoes,
,,,,,,After Sex,78.0,64.0,Rotten Tomatoes,
,,,,,,After Stonewall,100.0,77.0,Rotten Tomatoes,
,,,,,,After the Ball,27.0,43.0,Rotten Tomatoes,
,,,,,,After the Dark,71.0,44.0,Rotten Tomatoes,
,,,,,,After The Fall,33.0,15.0,Rotten Tomatoes,
,,,,,,After the Storm (Umi yori mo mada fukaku),96.0,80.0,Rotten Tomatoes,
,,,,,,After the Sunset,18.0,52.0,Rotten Tomatoes,
,,,,,,After the Thin Man,100.0,90.0,Rotten Tomatoes,
,,,,,,After the Wedding,45.0,76.0,Rotten Tomatoes,
,,,,,,After Tiller,92.0,85.0,Rotten Tomatoes,
,,,,,,After We Leave,83.0,38.0,Rotten Tomatoes,
,,,,,,After Words,38.0,55.0,Rotten Tomatoes,
,,,,,,After.Life,25.0,33.0,Rotten Tomatoes,
,,,,,,Afterglow,76.0,43.0,Rotten Tomatoes,
,,,,,,Aftermath,47.0,17.0,Rotten Tomatoes,
,,,,,,Aftermath,42.0,25.0,Rotten Tomatoes,
,,,,,,Aftermath (Poklosie),83.0,79.0,Rotten Tomatoes,
,,,,,,Afternoon Delight,66.0,41.0,Rotten Tomatoes,
,,,,,,Afternoon of a Faun: Tanaquil Le Clercq,90.0,72.0,Rotten Tomatoes,
,,,,,,Afterschool,80.0,48.0,Rotten Tomatoes,
,,,,,,Aftershock,38.0,24.0,Rotten Tomatoes,
,,,,,,Aftershocks (Tangshan dadizhen),91.0,88.0,Rotten Tomatoes,
,,,,,,Afterward,88.0,63.0,Rotten Tomatoes,
,,,,,,Against All Odds,70.0,45.0,Rotten Tomatoes,
,,,,,,Against the Ropes,12.0,29.0,Rotten Tomatoes,
,,,,,,Against The Sun,70.0,50.0,Rotten Tomatoes,
,,,,,,Age of Consent,100.0,52.0,Rotten Tomatoes,
,,,,,,Age of Heroes,40.0,23.0,Rotten Tomatoes,
,,,,,,Age Of Kill,0.0,32.0,Rotten Tomatoes,
,,,,,,Age of Summer,50.0,68.0,Rotten Tomatoes,
,,,,,,Age of the Dragons,9.0,8.0,Rotten Tomatoes,
,,,,,,Agent Cody Banks,38.0,32.0,Rotten Tomatoes,
,,,,,,Agent Cody Banks 2: Destination London,14.0,31.0,Rotten Tomatoes,
,,,,,,Agent Vinod,38.0,25.0,Rotten Tomatoes,
,,,,,,Agnes Browne,41.0,71.0,Rotten Tomatoes,
,,,,,,Agnes of God,43.0,55.0,Rotten Tomatoes,
,,,,,,Agora,53.0,65.0,Rotten Tomatoes,
"Aguirre, der Zorn Gottes",1972,"Action, Adventure, Biography",79.0,79.0,IMDb,,,,,23530892.0
,,,,,,"Aguirre, the Wrath of God (Aguirre, der Zorn Gottes)",96.0,91.0,Rotten Tomatoes,
Ah-ga-ssi,2016,"Drama, Romance, Thriller",81.0,84.0,IMDb,,,,,2006788.0
,,,,,,Ai Weiwei: Never Sorry,98.0,87.0,Rotten Tomatoes,
,,,,,,Ai Weiwei: The Fake Case,93.0,69.0,Rotten Tomatoes,
,,,,,,Aida's Secrets,100.0,79.0,Rotten Tomatoes,
,,,,,,Aileen Wuornos - The Selling of a Serial Killer,100.0,66.0,Rotten Tomatoes,
,,,,,,Aileen: Life and Death of a Serial Killer,86.0,74.0,Rotten Tomatoes,
,,,,,,Ain't In It For My Health: A Film About Levon Helm,87.0,76.0,Rotten Tomatoes,
,,,,,,Ain't Them Bodies Saints,77.0,61.0,Rotten Tomatoes,
,,,,,,Air,17.0,24.0,Rotten Tomatoes,
,,,,,,Air America,13.0,35.0,Rotten Tomatoes,
,,,,,,Air Bud,45.0,38.0,Rotten Tomatoes,
,,,,,,Air Bud 2 - Golden Receiver,21.0,38.0,Rotten Tomatoes,
,,,,,,Air Force,80.0,70.0,Rotten Tomatoes,
,,,,,,Air Force One,78.0,66.0,Rotten Tomatoes,
,,,,,,Air Guitar Nation,85.0,79.0,Rotten Tomatoes,
,,,,,,Air Strike,0.0,12.0,Rotten Tomatoes,
,,,,,,Airborne,21.0,59.0,Rotten Tomatoes,
